hybrid_id, fec,vmm,ch,fit scale, error scale, fit mean, error mean, fit sigma, error sigma
0250401074100030c043a000a00000c7,2,1,40,10.695,0.0177136,541.158,0.0273426,2.05092,0.0403502
0250401074100030c043a000a00000c7,2,1,41,10.7066,0.0168255,541.393,0.0260846,2.04939,0.0381473
0250401074100030c043a000a00000c7,2,1,42,10.6901,0.0164272,536.187,0.0243556,1.94285,0.0334956
0250401074100030c043a000a00000c7,2,1,43,10.699,0.0167871,535.236,0.0248711,1.96294,0.0368123
0250401074100030c043a000a00000c7,2,1,44,10.6863,0.016745,534.124,0.0264482,2.12687,0.0369655
0250401074100030c043a000a00000c7,2,1,45,10.707,0.0180583,534.992,0.0270419,1.99695,0.0401862
0250401074100030c043a000a00000c7,2,1,46,10.7045,0.0169383,540.552,0.025209,1.9447,0.0368348
0250401074100030c043a000a00000c7,2,1,47,10.7166,0.0154237,538.02,0.0231143,2.01424,0.0333052
0250401074100030c043a000a00000c7,2,1,48,10.6954,0.0165192,535.419,0.0247987,2.01115,0.0361712
0250401074100030c043a000a00000c7,2,1,49,10.7099,0.0153371,538.701,0.0229208,1.98114,0.0322638
0250401074100030c043a000a00000c7,2,1,50,10.7039,0.0146863,532.685,0.0232428,2.09487,0.0304428
0250401074100030c043a000a00000c7,2,1,51,10.7074,0.0160947,535.714,0.0238238,1.95691,0.0339908
0250401074100030c043a000a00000c7,2,1,52,10.7071,0.0161848,528.823,0.0234199,1.96011,0.0326993
0250401074100030c043a000a00000c7,2,1,53,10.711,0.0160873,523.563,0.0230258,1.99971,0.0315131
0250401074100030c043a000a00000c7,2,1,54,10.7016,0.0171538,528.488,0.0246836,1.954,0.0352114
0250401074100030c043a000a00000c7,2,1,55,10.7045,0.0172737,517.423,0.0234662,1.94655,0.0338718
0250401074100030c043a000a00000c7,2,1,56,10.7101,0.0180329,527.495,0.0262501,2.01903,0.0372639
0250401074100030c043a000a00000c7,2,1,57,10.7108,0.0171011,527.694,0.0248759,2.01762,0.0356145
0250401074100030c043a000a00000c7,2,1,58,10.7156,0.0176523,526.658,0.0254397,1.97245,0.034651
0250401074100030c043a000a00000c7,2,1,59,10.7007,0.01885,525.277,0.026749,1.96124,0.0385127
0250401074100030c043a000a00000c7,2,1,60,10.7104,0.014658,521.275,0.0211253,1.99417,0.0301795
0250401074100030c043a000a00000c7,2,1,61,10.7169,0.0152329,523.247,0.0216508,1.97875,0.0297636
0250401074100030c043a000a00000c7,2,1,62,10.7158,0.0182114,521.675,0.0254281,1.91699,0.0379028
0250401074100030c043a000a00000c7,2,1,63,10.7718,0.0170154,518.849,0.0179574,1.0488,0.0244474
