hybrid_id, fec,vmm,ch,fit scale, error scale, fit mean, error mean, fit sigma, error sigma
0250401074100030c043a000a00000c7,2,1,0,10.676,0.0165078,516.85,0.0230632,2.05031,0.0339461
0250401074100030c043a000a00000c7,2,1,1,10.7127,0.0156357,524.952,0.0238379,2.12714,0.0330691
0250401074100030c043a000a00000c7,2,1,2,10.6946,0.0128833,519.416,0.0194361,2.15584,0.025652
0250401074100030c043a000a00000c7,2,1,3,10.704,0.01817,530.909,0.0263334,1.95527,0.0381434
0250401074100030c043a000a00000c7,2,1,4,10.6754,0.0172082,524.468,0.0256802,2.08479,0.0372133
0250401074100030c043a000a00000c7,2,1,5,10.7085,0.0143446,526.369,0.0227909,2.23942,0.0301771
0250401074100030c043a000a00000c7,2,1,6,10.6832,0.0164139,532.341,0.0245889,2.02908,0.0337972
0250401074100030c043a000a00000c7,2,1,7,10.69,0.0151601,522.209,0.0215958,1.99403,0.0298618
0250401074100030c043a000a00000c7,2,1,8,10.6845,0.0165144,531.916,0.0247895,2.05336,0.0345324
0250401074100030c043a000a00000c7,2,1,9,10.6992,0.0165721,528.891,0.0244234,2.01772,0.0344018
0250401074100030c043a000a00000c7,2,1,10,10.6793,0.0175023,528.592,0.02565,1.9959,0.0369471
0250401074100030c043a000a00000c7,2,1,11,10.7047,0.0145751,534.765,0.0229625,2.1294,0.0324151
0250401074100030c043a000a00000c7,2,1,12,10.6773,0.0179279,531.425,0.0262814,1.97608,0.0375733
0250401074100030c043a000a00000c7,2,1,13,10.7021,0.0172769,546.029,0.0264406,2.01987,0.0370261
0250401074100030c043a000a00000c7,2,1,14,10.692,0.0176067,540.874,0.0271488,2.06309,0.0399937
0250401074100030c043a000a00000c7,2,1,15,10.6992,0.0152206,532.855,0.0229623,2.05788,0.0319678
0250401074100030c043a000a00000c7,2,1,16,10.6725,0.0181313,537.475,0.0283439,2.08061,0.0409487
0250401074100030c043a000a00000c7,2,1,17,10.7099,0.0135449,535.367,0.0216692,2.13379,0.0290115
0250401074100030c043a000a00000c7,2,1,18,10.6874,0.0172918,541.253,0.0271823,2.10987,0.0397408
0250401074100030c043a000a00000c7,2,1,19,10.7001,0.0170969,539.605,0.0255672,1.94857,0.0350221
0250401074100030c043a000a00000c7,2,1,20,10.6916,0.0150715,536.524,0.0240233,2.0836,0.0318371
0250401074100030c043a000a00000c7,2,1,21,10.6967,0.0184651,545.685,0.0282014,2.01516,0.0404026
0250401074100030c043a000a00000c7,2,1,22,10.6901,0.0188942,544.553,0.0303527,2.16614,0.0437252
0250401074100030c043a000a00000c7,2,1,23,10.7066,0.0177145,541.704,0.0280603,2.10034,0.0399018
0250401074100030c043a000a00000c7,2,1,24,10.695,0.0147573,542.491,0.0242647,2.18886,0.0322951
0250401074100030c043a000a00000c7,2,1,25,10.7024,0.0188578,544.604,0.030283,2.17392,0.0437124
0250401074100030c043a000a00000c7,2,1,26,10.6822,0.0157748,548.32,0.0254831,2.1925,0.0368108
0250401074100030c043a000a00000c7,2,1,27,10.6947,0.0184951,544.342,0.0297584,2.15438,0.0423107
0250401074100030c043a000a00000c7,2,1,28,-9999,-9999,-9999,-9999,-9999,-9999
0250401074100030c043a000a00000c7,2,1,29,10.7072,0.0151912,542.978,0.0250556,2.1915,0.0328413
0250401074100030c043a000a00000c7,2,1,30,10.6807,0.0185363,540.854,0.0285613,2.05719,0.0420772
0250401074100030c043a000a00000c7,2,1,31,10.6956,0.0162781,542.069,0.0262347,2.12997,0.0360325
0250401074100030c043a000a00000c7,2,1,32,10.6809,0.0148712,534.68,0.0233039,2.10718,0.0331857
0250401074100030c043a000a00000c7,2,1,33,10.7017,0.0160401,548.877,0.0270984,2.36095,0.0373719
0250401074100030c043a000a00000c7,2,1,34,10.6887,0.0163283,543.864,0.0269672,2.22703,0.0368099
0250401074100030c043a000a00000c7,2,1,35,10.6946,0.0184181,541.201,0.0285871,2.06734,0.0420629
0250401074100030c043a000a00000c7,2,1,36,10.6889,0.0191171,537.641,0.0293158,2.02695,0.043054
0250401074100030c043a000a00000c7,2,1,37,10.7102,0.0146556,536.511,0.0234338,2.107,0.0310654
0250401074100030c043a000a00000c7,2,1,38,10.6875,0.0172653,543.894,0.028066,2.1527,0.0384108
0250401074100030c043a000a00000c7,2,1,39,10.6973,0.0183442,540.485,0.027659,1.98941,0.0401441
0250401074100030c043a000a00000c7,2,1,40,10.6917,0.0183036,540.861,0.0278239,2.01033,0.0411861
0250401074100030c043a000a00000c7,2,1,41,10.7035,0.0182818,541.18,0.0279833,2.0197,0.0414337
0250401074100030c043a000a00000c7,2,1,42,10.6955,0.0134695,536.108,0.0215172,2.08266,0.0279778
0250401074100030c043a000a00000c7,2,1,43,10.7031,0.0140201,535.002,0.0218995,2.06028,0.0303101
0250401074100030c043a000a00000c7,2,1,44,10.6871,0.0157114,533.895,0.0241172,2.10195,0.035397
0250401074100030c043a000a00000c7,2,1,45,10.7116,0.0157755,534.585,0.0242131,2.04509,0.0349412
0250401074100030c043a000a00000c7,2,1,46,10.7036,0.0179143,540.415,0.0266372,1.93892,0.0384821
0250401074100030c043a000a00000c7,2,1,47,10.7109,0.0188626,537.909,0.0281239,1.95248,0.0420478
0250401074100030c043a000a00000c7,2,1,48,10.6999,0.0142522,535.23,0.0225866,2.09775,0.0305621
0250401074100030c043a000a00000c7,2,1,49,10.7042,0.0178851,538.607,0.0262424,1.89988,0.0378451
0250401074100030c043a000a00000c7,2,1,50,10.7032,0.0154562,532.442,0.022927,1.99219,0.0313868
0250401074100030c043a000a00000c7,2,1,51,10.7139,0.0134443,535.457,0.0213742,2.09652,0.0283835
0250401074100030c043a000a00000c7,2,1,52,10.7003,0.0173898,528.655,0.0247972,1.89759,0.0355526
0250401074100030c043a000a00000c7,2,1,53,10.7065,0.0168215,523.155,0.0238438,1.96822,0.0336655
0250401074100030c043a000a00000c7,2,1,54,10.6967,0.016775,528.353,0.0240849,1.92988,0.0354604
0250401074100030c043a000a00000c7,2,1,55,10.7085,0.0157767,517.069,0.0217892,2.00151,0.0323477
0250401074100030c043a000a00000c7,2,1,56,10.7076,0.0165568,527.312,0.0249949,2.0628,0.0356661
0250401074100030c043a000a00000c7,2,1,57,10.7068,0.0175838,527.505,0.0262474,2.03588,0.0381522
0250401074100030c043a000a00000c7,2,1,58,10.7175,0.0151907,526.493,0.0234824,2.10672,0.0310738
0250401074100030c043a000a00000c7,2,1,59,10.7012,0.0169528,524.978,0.0251933,2.00466,0.0349936
0250401074100030c043a000a00000c7,2,1,60,10.7035,0.0171081,521.021,0.0238293,1.93961,0.0356143
0250401074100030c043a000a00000c7,2,1,61,10.7119,0.0163726,522.883,0.0229665,1.92672,0.0316919
0250401074100030c043a000a00000c7,2,1,62,10.714,0.0163742,521.364,0.0226175,1.91488,0.0332911
0250401074100030c043a000a00000c7,2,1,63,10.7787,0.00746018,518.538,0.008853,1.19729,0.0112167
