hybrid_id, fec,vmm,ch,pulser_dac,pulser_mV,threshold_dac,threshold_mV,time,counts,rate
025040107410003168d2a000a00000e2,2,2,0,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,1,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,2,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,3,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,4,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,5,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,6,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,7,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,8,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,9,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,10,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,11,322,276,600,477,1.00123,10812,10.7988
025040107410003168d2a000a00000e2,2,2,12,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,13,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,14,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,15,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,16,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,17,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,18,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,19,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,20,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,21,322,276,600,477,1.00123,10813,10.7998
025040107410003168d2a000a00000e2,2,2,22,322,276,600,477,1.00123,10813,10.7998
